time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1994-09-17T08:57:53.230Z,26.45,55.601,33,4.7,mb,,,,1.2,us,usp0006jk7,2014-11-07T00:56:18.364Z,"71 km WNW of Khasab, Oman",earthquake,,,,37,reviewed,us,us
1994-09-08T13:33:36.850Z,28.03,61.837,77.4,5.1,mb,,,,1.2,us,usp0006j44,2014-11-07T00:56:14.680Z,"64 km ESE of Kh?sh, Iran",earthquake,,,,54,reviewed,us,us
1994-09-05T05:26:15.030Z,29.419,51.283,33,5,mb,,,,0.9,us,usp0006hze,2014-11-07T00:56:13.716Z,"17 km NNE of Bor?zj?n, Iran",earthquake,,,,21,reviewed,us,us
1994-08-11T06:46:32.460Z,27.035,54.469,24.7,5.2,mb,,,,1.1,us,usp0006gtv,2022-04-28T17:33:57.959Z,"66 km NW of Bandar-e Lengeh, Iran",earthquake,,,,44,reviewed,us,us
1994-08-10T02:11:15.000Z,26.951,54.352,44.1,4.8,mb,,,,1.2,us,usp0006gs8,2020-09-15T17:20:58.800Z,"southern Iran",earthquake,,8.7,,22,reviewed,us,us
1994-08-07T06:32:54.510Z,27.106,54.469,44.4,4.7,mb,,,,0.9,us,usp0006gnf,2014-11-07T00:56:01.076Z,"70 km SSE of Ger?sh, Iran",earthquake,,9.8,,35,reviewed,us,us
1994-08-06T21:02:14.660Z,26.991,54.363,16.2,5.3,mb,,,,0.9,us,usp0006gmt,2022-04-28T17:33:27.594Z,"58 km NE of K?sh, Iran",earthquake,,,,91,reviewed,us,us
1994-07-31T05:52:57.700Z,32.449,48.344,48.8,4.9,mb,,,,1,us,usp0006gbq,2022-04-28T17:38:20.900Z,"15 km NW of Shahrak-e K?l?r?, Iran",earthquake,,6.1,,59,reviewed,us,us
1994-07-31T05:22:10.550Z,32.578,48.456,72.7,5.2,mb,,,,0.8,us,usp0006gbp,2014-11-07T00:55:55.901Z,"25 km N of Shahrak-e K?l?r?, Iran",earthquake,,12.2,,47,reviewed,us,us
1994-07-31T05:15:39.580Z,32.558,48.369,43.3,5.6,mw,,,,1,us,usp0006gbn,2022-04-28T17:38:19.365Z,"24 km NNW of Shahrak-e K?l?r?, Iran",earthquake,,3.7,,,reviewed,us,hrv
1994-07-23T07:08:14.080Z,37.438,54.413,30.8,4.9,mb,,,,1.1,us,usp0006g11,2014-11-07T00:55:53.616Z,"66 km N of Gorg?n, Iran",earthquake,,,,36,reviewed,us,us
1994-07-14T20:13:51.510Z,28.07,55.489,33,4.6,mb,,,,0.5,us,usp0006fpc,2014-11-07T00:55:52.138Z,"119 km SE of D?r?b, Iran",earthquake,,,,30,reviewed,us,us
1994-07-13T05:23:43.150Z,29.875,51.195,33,4.5,mb,,,,1.6,us,usp0006fk4,2014-11-07T00:55:51.506Z,"41 km SW of N?r?b?d, Iran",earthquake,,,,9,reviewed,us,us
1994-07-12T00:12:16.210Z,37.774,54.611,33,4.6,mb,,,,0.6,us,usp0006fgx,2014-11-07T00:55:51.116Z,"73 km NW of ?q Q?yeh, Iran",earthquake,,,,6,reviewed,us,us
1994-07-11T20:57:37.630Z,37.541,54.474,28.9,4.8,mb,,,,1.3,us,usp0006fgq,2014-11-07T00:55:51.080Z,"67 km WNW of ?q Q?yeh, Iran",earthquake,,,,67,reviewed,us,us
1994-07-01T13:05:55.310Z,27.645,56.514,43.5,5,mb,,,,1,us,usp0006f1q,2022-04-28T17:35:42.579Z,"55 km NNE of Bandar Abbas, Iran",earthquake,,8.1,,62,reviewed,us,us
1994-06-21T04:15:52.670Z,29.021,52.596,41.2,4.7,mb,,,,0.7,us,usp0006emx,2014-11-07T00:55:43.983Z,"19 km N of F?r?z?b?d, Iran",earthquake,,7.3,,43,reviewed,us,us
1994-06-21T03:17:54.560Z,29.151,52.554,33,4.5,ms,,,,0.4,us,usp0006emu,2014-11-07T00:55:43.975Z,"24 km WSW of Akbar?b?d, Iran",earthquake,,,,4,reviewed,us,us
1994-06-20T10:44:34.880Z,29.131,52.388,33,4.5,mb,,,,0.9,us,usp0006em2,2014-11-07T00:55:43.828Z,"36 km NNW of F?r?z?b?d, Iran",earthquake,,,,25,reviewed,us,us
1994-06-20T09:09:02.910Z,28.968,52.614,8.6,5.9,mw,,,,1.1,us,usp0006ekv,2022-04-28T17:40:37.432Z,"14 km NNE of F?r?z?b?d, Iran",earthquake,,,,,reviewed,us,hrv
1994-06-18T12:42:00.350Z,28.971,52.673,11,5.1,mb,,,,1,us,usp0006egm,2022-04-28T17:40:28.428Z,"17 km NE of F?r?z?b?d, Iran",earthquake,,,,80,reviewed,us,us
1994-06-11T09:37:56.990Z,29.07,52.537,18.4,4.8,mb,,,,1.1,us,usp0006e36,2020-09-15T17:14:35.005Z,"25 km N of F?r?z?b?d, Iran",earthquake,,,,47,reviewed,us,us
1994-06-05T16:54:08.190Z,29.601,52.313,33,4.5,mb,,,,0.9,us,usp0006dss,2014-11-07T00:55:39.487Z,"21 km W of Shiraz, Iran",earthquake,,,,21,reviewed,us,us
1994-06-04T10:38:56.180Z,36.821,54.747,33,4.6,mb,,,,0.8,us,usp0006dq0,2014-11-07T00:55:38.997Z,"13 km E of Qarn?b?d, Iran",earthquake,,,,13,reviewed,us,us
1994-05-07T14:24:44.250Z,30.329,50.586,54,4.7,mb,,,,1.1,us,usp0006c7x,2014-11-07T00:55:27.187Z,"20 km W of Dogonbadan, Iran",earthquake,,8.8,,19,reviewed,us,us
1994-04-26T06:26:01.800Z,30.999,50.635,33,4.5,mb,,,,1.3,us,usp0006bna,2014-11-07T00:55:21.088Z,"23 km NNE of Dehdasht, Iran",earthquake,,,,9,reviewed,us,us
1994-04-21T11:50:32.690Z,27.477,54.385,33,4.6,mb,,,,0.7,us,usp0006be4,2014-11-07T00:55:19.865Z,"32 km SE of Ger?sh, Iran",earthquake,,,,25,reviewed,us,us
1994-04-20T00:05:08.720Z,28.294,55.326,23.7,4.8,mb,,,,1.2,us,usp0006bbk,2022-04-28T17:46:00.851Z,"91 km ESE of D?r?b, Iran",earthquake,,,,61,reviewed,us,us
1994-04-19T16:14:55.430Z,31.432,49.536,17.3,4.8,mb,,,,0.9,us,usp0006bbb,2014-11-07T00:55:19.411Z,"18 km NNW of R?mhormoz, Iran",earthquake,,,,36,reviewed,us,us
1994-04-14T11:26:37.380Z,28.237,55.288,19.9,4.6,mb,,,,1.2,us,usp0006b2x,2014-11-07T00:55:18.272Z,"southern Iran",earthquake,,,,33,reviewed,us,us
1994-04-14T11:03:40.290Z,28.29,55.34,22.1,5.2,mb,,,,0.9,us,usp0006b2t,2022-04-28T17:45:01.782Z,"93 km ESE of D?r?b, Iran",earthquake,,,,118,reviewed,us,us
1994-04-14T10:08:05.000Z,29.158,51.592,33,4.5,mb,,,,1.7,us,usp0006b2q,2014-11-07T00:55:18.236Z,"southern Iran",earthquake,,,,15,reviewed,us,us
1994-04-03T07:19:36.340Z,28.887,52.705,33,4.7,mb,,,,1,us,usp0006ajr,2014-11-07T00:55:15.125Z,"13 km ENE of F?r?z?b?d, Iran",earthquake,,,,40,reviewed,us,us
1994-04-03T06:51:57.540Z,28.821,52.745,22.6,5.2,mw,,,,1,us,usp0006ajp,2022-04-28T17:43:40.491Z,"17 km E of F?r?z?b?d, Iran",earthquake,,,,,reviewed,us,hrv
1994-04-01T14:24:59.570Z,28.823,52.65,33,4.6,mb,,,,1.2,us,usp0006ag7,2014-11-07T00:55:14.131Z,"8 km ESE of F?r?z?b?d, Iran",earthquake,,,,17,reviewed,us,us
1994-03-30T19:55:46.050Z,28.994,52.745,53.9,5.4,mw,,,,1.2,us,usp0006ad9,2022-04-28T17:48:43.418Z,"23 km NE of F?r?z?b?d, Iran",earthquake,,,,,reviewed,us,hrv
1994-03-29T07:56:53.970Z,29.096,51.256,33,5.1,mw,,,,1,us,usp0006abd,2022-04-28T17:48:40.395Z,"19 km S of Bor?zj?n, Iran",earthquake,,,,,reviewed,us,hrv
1994-03-23T17:14:45.330Z,28.874,52.596,33,4.7,mb,,,,0.9,us,usp0006a2h,2014-11-07T00:55:10.620Z,"4 km NE of F?r?z?b?d, Iran",earthquake,,,,32,reviewed,us,us
1994-03-17T08:06:16.750Z,28.941,52.536,33,4.8,mb,,,,0.9,us,usp00069tk,2014-11-07T00:55:09.685Z,"11 km NNW of F?r?z?b?d, Iran",earthquake,,,,38,reviewed,us,us
1994-03-09T06:13:37.130Z,32.625,47.15,10,4.5,mb,,,,1.4,us,usp00069en,2020-04-16T18:53:14.272Z,"13 km SW of Dehlor?n, Iran",earthquake,,,,4,reviewed,us,us
1994-03-07T10:54:57.460Z,33.146,48.033,25.8,4.8,mb,,,,1.4,us,usp00069c8,2014-11-07T00:55:07.317Z,"38 km S of Vas??n, Iran",earthquake,,,,27,reviewed,us,us
1994-03-03T23:54:01.000Z,28.9,52.465,33,4.9,mb,,,,1.1,us,usp000697q,2022-04-28T17:47:20.937Z,"12 km WNW of F?r?z?b?d, Iran",earthquake,,,,59,reviewed,us,us
1994-03-03T14:56:48.990Z,27.92,57.234,33,4.7,mb,,,,1.5,us,usp0006975,2014-11-07T00:55:06.165Z,"88 km N of M?n?b, Iran",earthquake,,,,10,reviewed,us,us
1994-03-02T14:57:22.650Z,30.844,60.46,33,4.6,mb,,,,1.2,us,usp000695m,2014-11-07T00:55:05.368Z,"101 km WSW of Z?bol, Iran",earthquake,,,,22,reviewed,us,us
1994-03-01T05:42:53.720Z,29.007,52.607,10,4.5,mb,,,,1,us,usp000693x,2014-11-07T00:55:04.168Z,"18 km N of F?r?z?b?d, Iran",earthquake,,,,20,reviewed,us,us
1994-03-01T03:49:00.830Z,29.096,52.617,12.9,6.1,mw,,,,1.1,us,usp000693t,2022-04-28T17:47:09.374Z,"22 km SW of Akbar?b?d, Iran",earthquake,,,,,reviewed,us,hrv
1994-02-28T11:13:54.250Z,30.805,60.562,10,5.6,mw,,,,1,us,usp000692z,2022-04-28T17:51:29.852Z,"92 km WSW of Z?bol, Iran",earthquake,,,,,reviewed,us,hrv
1994-02-26T18:02:28.970Z,30.825,60.376,10,4.5,mb,,,,1.5,us,usp000690u,2014-11-07T00:55:01.710Z,"109 km NNE of No?rat?b?d, Iran",earthquake,,,,22,reviewed,us,us
1994-02-26T02:31:11.090Z,30.897,60.549,9.4,6.1,mw,,,,1.2,us,usp0006907,2022-04-28T17:51:27.733Z,"91 km W of Z?bol, Iran",earthquake,,,,,reviewed,us,hrv
1994-02-24T20:51:31.910Z,30.924,60.446,10,4.7,mb,,,,1.1,us,usp00068z0,2014-11-07T00:55:01.344Z,"100 km W of Z?bol, Iran",earthquake,,,,40,reviewed,us,us
1994-02-24T00:45:00.880Z,30.869,60.51,10,4.5,mb,,,,1.2,us,usp00068xe,2014-11-07T00:55:01.136Z,"95 km W of Z?bol, Iran",earthquake,,,,10,reviewed,us,us
1994-02-24T00:11:12.320Z,30.775,60.495,9.6,6.3,mw,,,,0.9,us,usp00068xd,2022-04-28T17:51:22.885Z,"99 km WSW of Z?bol, Iran",earthquake,,,,,reviewed,us,hrv
1994-02-23T22:45:17.660Z,30.767,60.48,10,5.4,mb,,,,0.9,us,usp00068x8,2022-04-28T17:51:20.252Z,"101 km WSW of Z?bol, Iran",earthquake,,,,113,reviewed,us,us
1994-02-23T11:54:33.170Z,30.765,60.519,10,5.5,mw,,,,1,us,usp00068ws,2022-04-28T17:51:11.934Z,"97 km WSW of Z?bol, Iran",earthquake,,,,,reviewed,us,hrv
1994-02-23T08:02:04.720Z,30.853,60.596,6,6.1,mw,,,,1,us,usp00068wd,2022-04-28T17:51:10.388Z,"88 km WSW of Z?bol, Iran",earthquake,,,,,reviewed,us,hrv
1994-01-04T09:29:38.510Z,29.188,51.442,30,4.8,mb,,,,1,us,usp0006605,2014-11-07T00:54:43.248Z,"23 km ESE of Bor?zj?n, Iran",earthquake,,,,34,reviewed,us,us
1994-01-01T05:10:51.070Z,28.048,55.565,54.5,4.8,mb,,,,1.2,us,usp00065wm,2014-11-07T00:54:41.479Z,"118 km NW of Bandar Abbas, Iran",earthquake,,9.2,,39,reviewed,us,us
1993-12-19T11:45:30.730Z,25.21,62.603,24.4,5.1,mb,,,,0.9,us,usp00065bj,2014-11-07T00:54:37.185Z,"29 km ENE of Gwadar, Pakistan",earthquake,,,,85,reviewed,us,us
1993-12-07T13:17:23.560Z,30.733,51.331,38.3,4.8,mb,,,,1,us,usp00064ts,2014-11-07T00:54:34.342Z,"25 km WNW of Yasuj, Iran",earthquake,,10,,21,reviewed,us,us
1993-11-04T00:32:40.260Z,31.985,59.969,33,4.5,mb,,,,0.8,us,usp000634z,2014-11-07T00:54:21.036Z,"120 km SE of B?rjand, Iran",earthquake,,,,20,reviewed,us,us
1993-11-01T06:46:31.820Z,28.244,57.569,10,4.7,mb,,,,0.8,us,usp000630m,2014-11-07T00:54:18.925Z,"122 km SW of Bam, Iran",earthquake,,,,10,reviewed,us,us
1993-10-21T21:52:20.390Z,30.154,51.235,14.8,5,mw,,,,0.9,us,usp00062dp,2022-04-28T17:58:34.216Z,"27 km W of N?r?b?d, Iran",earthquake,,,,,reviewed,us,hrv
1993-10-11T09:13:01.810Z,24.795,63.266,24,4.6,mb,,,,1.3,us,usp00061t9,2014-11-07T00:54:11.646Z,"55 km SSW of Pasni, Pakistan",earthquake,,,,18,reviewed,us,us
1993-09-08T11:38:37.090Z,29.987,52.028,30.7,4.9,mb,,,,1.2,us,usp0005zyf,2014-11-07T00:53:56.157Z,"50 km ESE of N?r?b?d, Iran",earthquake,,,,60,reviewed,us,us
1993-08-19T10:04:28.800Z,35.089,52.094,18.4,4.6,mb,,,,1,us,usp0005yug,2014-11-07T00:53:46.097Z,"25 km SW of ?stg?h-e R?h ?han-e Garms?r, Iran",earthquake,,,,46,reviewed,us,us
1993-08-13T00:43:41.290Z,32.465,49.537,16,4.6,mb,,,,0.9,us,usp0005yez,2014-11-07T00:53:42.887Z,"62 km NNE of Masjed Soleym?n, Iran",earthquake,,,,34,reviewed,us,us
1993-08-04T07:59:43.680Z,30.105,51.392,33,4.6,mb,,,,0.9,us,usp0005xxh,2014-11-07T00:53:39.343Z,"12 km W of N?r?b?d, Iran",earthquake,,,,21,reviewed,us,us
1993-08-02T16:00:59.640Z,30.914,51.839,38.5,4.9,mb,,,,1.3,us,usp0005xup,2014-11-07T00:53:38.139Z,"36 km NE of Yasuj, Iran",earthquake,,8.9,,36,reviewed,us,us
1993-07-13T14:22:53.640Z,37.032,55.31,25.5,4.6,mb,,,,1.1,us,usp0005w6a,2014-11-07T00:53:29.350Z,"13 km ESE of ?z?dshahr, Iran",earthquake,,,,22,reviewed,us,us
1993-07-09T23:06:05.130Z,36.853,55.23,61.2,4.6,mb,,,,1.4,us,usp0005vw1,2014-11-07T00:53:26.831Z,"26 km S of ?z?dshahr, Iran",earthquake,,21.1,,3,reviewed,us,us
1993-07-09T10:36:05.900Z,28.14,56.036,33,5,mb,,,,1,us,usp0005vva,2014-11-07T00:53:26.666Z,"108 km NNW of Bandar Abbas, Iran",earthquake,,,,22,reviewed,us,us
1993-07-09T10:29:21.540Z,28.416,55.369,23.1,5.2,mw,,,,1.2,us,usp0005vv9,2022-04-28T18:06:00.390Z,"88 km ESE of D?r?b, Iran",earthquake,,,,,reviewed,us,hrv
1993-07-06T13:41:25.180Z,28.896,51.243,33,4.8,mb,,,,1.2,us,usp0005vq3,2014-11-07T00:53:25.581Z,"40 km ESE of Bushehr, Iran",earthquake,,,,15,reviewed,us,us
1993-06-30T23:05:36.610Z,35.214,53.61,33,4.6,mb,,,,1.2,us,usp0005vf0,2014-11-07T00:53:20.875Z,"44 km SSE of Semnan, Iran",earthquake,,,,34,reviewed,us,us
1993-06-22T16:37:19.490Z,30.24,50.96,33,4.9,mb,,,,0.7,us,usp0005v0u,2014-11-07T00:53:18.108Z,"20 km SE of Dogonbadan, Iran",earthquake,,,,12,reviewed,us,us
1993-06-22T16:32:43.730Z,30.149,50.814,33,5.4,mw,,,,0.9,us,usp0005v0t,2022-04-28T18:10:13.627Z,"23 km S of Dogonbadan, Iran",earthquake,,,,,reviewed,us,hrv
1993-06-19T17:01:56.380Z,36.807,54.904,33,4.6,mb,,,,1.2,us,usp0005uvz,2014-11-07T00:53:17.250Z,"27 km E of Qarn?b?d, Iran",earthquake,,,,27,reviewed,us,us
1993-06-14T12:45:28.630Z,32.717,47.298,33,4.8,mb,,,,1,us,usp0005ujw,2014-11-07T00:53:15.059Z,"3 km NE of Dehlor?n, Iran",earthquake,,,,51,reviewed,us,us
1993-06-09T17:33:36.020Z,34.763,53.276,30.2,5,mb,,,,1.2,us,usp0005u9c,2014-11-07T00:53:12.155Z,"90 km S of Semnan, Iran",earthquake,,8.4,,26,reviewed,us,us
1993-06-02T22:01:48.200Z,28.94,47.606,10,4.7,mb,,,,1,us,usp0005txp,2020-09-15T16:25:47.637Z,"44 km S of Al Jahr?’, Kuwait",earthquake,,,,7,reviewed,us,us
1993-05-29T10:50:36.850Z,33.978,59.859,33,4.7,mb,,,,1.1,us,usp0005tpr,2014-11-07T00:53:05.562Z,"68 km ENE of Q?’en, Iran",earthquake,,,,17,reviewed,us,us
1993-05-20T19:58:53.130Z,27.11,54.564,33,5.1,ms,,,,1.1,us,usp0005t68,2014-11-07T00:53:02.940Z,"68 km NNW of Bandar-e Lengeh, Iran",earthquake,,,,2,reviewed,us,us
1993-05-19T04:03:35.930Z,26.89,54.603,33,4.5,mb,,,,1,us,usp0005t2x,2014-11-07T00:53:02.530Z,"46 km NW of Bandar-e Lengeh, Iran",earthquake,,,,25,reviewed,us,us
1993-05-09T17:42:04.610Z,35.177,59.194,10,4.9,mb,,,,1.3,us,usp0005sgc,2020-08-29T02:13:27.133Z,"Northeastern Iran",earthquake,,,,34,reviewed,us,us
1993-05-02T16:12:08.320Z,27.016,57.775,33,4.7,mb,,,,1,us,usp0005s3q,2014-11-07T00:52:56.619Z,"69 km E of M?n?b, Iran",earthquake,,,,33,reviewed,us,us
1993-05-02T04:26:39.900Z,38.951,55.492,33,4.5,mb,,,,1,us,usp0005s2v,2014-11-07T00:52:56.121Z,"32 km S of Bereket, Turkmenistan",earthquake,,,,21,reviewed,us,us
1993-04-24T20:30:10.590Z,27.072,57.865,33,4.7,mb,,,,0.9,us,usp0005rqz,2014-11-07T00:52:52.055Z,"77 km E of M?n?b, Iran",earthquake,,,,45,reviewed,us,us
1993-04-12T14:00:40.950Z,28.33,57.148,33.3,5,mw,,,,0.9,us,usp0005r2j,2016-11-09T22:17:06.981Z,"110 km SSE of K?h Sef?d, Iran",earthquake,,,,,reviewed,us,hrv
1993-04-11T23:25:37.840Z,29.877,50.919,41.6,4.5,mb,,,,1.1,us,usp0005r1d,2014-11-07T00:52:48.651Z,"51 km NE of Bandar-e Gen?veh, Iran",earthquake,,10.5,,25,reviewed,us,us
1993-04-09T10:35:11.240Z,29.431,51.952,33,4.5,mb,,,,1.4,us,usp0005qx1,2014-11-07T00:52:48.070Z,"35 km SE of K?zer?n, Iran",earthquake,,,,8,reviewed,us,us
1993-04-08T09:48:03.860Z,37.902,47.985,10,4.7,mb,,,,1.3,us,usp0005qv6,2020-08-29T02:11:38.792Z,"44 km SSW of Om?dcheh, Iran",earthquake,,,,7,reviewed,us,us
1993-03-30T22:25:22.100Z,38.379,45.047,45.1,4.5,mb,,,,1.2,us,usp0005qdw,2014-11-07T00:52:40.568Z,"20 km SSE of Khowy, Iran",earthquake,,10,,20,reviewed,us,us
1993-03-29T15:20:38.680Z,27.978,52.754,26.6,5.2,mw,,,,1.2,us,usp0005qbj,2022-04-28T18:19:40.979Z,"48 km NNW of Mohr, Iran",earthquake,,,,,reviewed,us,hrv
1993-03-26T22:52:46.930Z,30.692,50.886,29.6,5.1,mw,,,,1.2,us,usp0005q67,2022-04-28T18:19:37.558Z,"32 km ESE of Dehdasht, Iran",earthquake,,,,,reviewed,us,hrv
1993-03-15T15:32:38.320Z,38.102,45.807,10.6,4.8,mb,,,,1.3,us,usp0005pj2,2014-11-07T00:52:35.600Z,"29 km W of Kujuvar, Iran",earthquake,,,,52,reviewed,us,us
1993-03-14T21:23:16.120Z,26.516,57.831,33,4.6,mb,,,,0.9,us,usp0005pgx,2014-11-07T00:52:35.462Z,"100 km SE of M?n?b, Iran",earthquake,,,,23,reviewed,us,us
1993-02-21T20:56:44.100Z,28.999,52.114,33,4.6,mb,,,,1.2,us,usp0005nf9,2014-11-07T00:52:26.342Z,"47 km WNW of F?r?z?b?d, Iran",earthquake,,,,13,reviewed,us,us
1993-02-18T04:15:02.930Z,37.699,57.828,32.9,4.6,mb,,,,1,us,usp0005n8x,2014-11-07T00:52:24.978Z,"33 km SW of Arçabil, Turkmenistan",earthquake,,,,20,reviewed,us,us
1993-02-11T19:37:53.730Z,27.845,59.896,33,4.6,mb,,,,1.3,us,usp0005mxu,2014-11-07T00:52:23.553Z,"105 km NW of Iranshahr, Iran",earthquake,,,,32,reviewed,us,us
1993-02-04T19:41:32.320Z,24.909,62.855,25.9,5.1,mb,,,,1.1,us,usp0005mmt,2014-11-07T00:52:21.386Z,"58 km ESE of Gwadar, Pakistan",earthquake,,,,86,reviewed,us,us
1993-02-01T22:41:06.240Z,33.255,46.517,88.7,4.7,mb,,,,0.6,us,usp0005mhd,2014-11-07T00:52:20.122Z,"36 km ENE of Mehr?n, Iran",earthquake,,8,,10,reviewed,us,us
1993-01-27T17:44:27.310Z,32.097,60.001,33,4.6,mb,,,,0.9,us,usp0005mau,2014-11-07T00:52:16.919Z,"112 km SE of B?rjand, Iran",earthquake,,,,16,reviewed,us,us
1993-01-27T10:27:05.620Z,32.104,60.088,33,5.1,mb,,,,1.1,us,usp0005ma9,2022-04-28T18:24:25.894Z,"117 km SE of B?rjand, Iran",earthquake,,,,67,reviewed,us,us
1993-01-23T10:38:09.940Z,32.988,47.411,33,4.7,mb,,,,1.1,us,usp0005m4r,2020-08-29T02:05:03.514Z,"0 km WSW of ?bd?n?n, Iran",earthquake,,,,26,reviewed,us,us
1993-01-15T12:15:00.050Z,36.495,43.676,33,4.7,mb,,,,1.3,us,usp0005ktn,2014-11-07T00:52:14.223Z,"35 km SSW of ‘Aqrah, Iraq",earthquake,,,,36,reviewed,us,us
1993-01-14T07:17:06.030Z,33.391,59.721,33,4.8,mb,,,,1.2,us,usp0005kre,2014-11-07T00:52:13.923Z,"62 km SE of Q?’en, Iran",earthquake,,,,34,reviewed,us,us
1993-01-14T06:08:02.090Z,30.486,50.237,33,4.6,mb,,,,1.1,us,usp0005krb,2014-11-07T00:52:13.915Z,"12 km S of Behbah?n, Iran",earthquake,,,,17,reviewed,us,us
1993-01-11T19:54:21.680Z,30.543,49.938,33,4.6,mb,,,,1,us,usp0005kmn,2014-11-07T00:52:13.202Z,"20 km SSE of Aghajari, Iran",earthquake,,,,7,reviewed,us,us
1993-01-06T22:51:44.630Z,28.997,52.137,23.6,5.4,mw,,,,1,us,usp0005kd7,2022-04-28T18:21:42.125Z,"45 km WNW of F?r?z?b?d, Iran",earthquake,,,,,reviewed,us,hrv
1993-01-06T17:16:53.270Z,37.45,57.522,8.4,4.7,mb,,,,1.1,us,usp0005kcw,2014-11-07T00:52:11.885Z,"17 km E of Bojn?rd, Iran",earthquake,,3.8,,37,reviewed,us,us
1993-01-02T08:39:00.930Z,30.223,50.86,35.9,4.7,mb,,,,1.4,us,usp0005k7j,2014-11-07T00:52:09.685Z,"16 km SSE of Dogonbadan, Iran",earthquake,,10.4,,35,reviewed,us,us
1992-12-17T10:39:28.980Z,25.901,61.441,33,5.7,mw,,,,0.9,us,usp0005jdt,2022-04-28T18:25:46.584Z,"78 km ESE of Qa?r-e Qand, Iran",earthquake,,,,,reviewed,us,hrv
1992-12-11T09:25:29.700Z,32.892,46.391,53.8,4.8,mb,,,,0.9,us,usp0005j3g,2014-11-07T00:52:01.815Z,"33 km SE of Mehr?n, Iran",earthquake,,10.6,,20,reviewed,us,us
1992-12-11T04:44:13.810Z,28.558,53.92,33,4.6,mb,,,,1.1,us,usp0005j36,2014-11-07T00:52:01.763Z,"49 km SSE of Fas?, Iran",earthquake,,,,15,reviewed,us,us
1992-12-02T14:02:12.830Z,29.413,52.012,10,4.5,mb,,,,1.1,us,usp0005hr4,2014-11-07T00:51:58.922Z,"41 km ESE of K?zer?n, Iran",earthquake,,,,8,reviewed,us,us
1992-11-27T21:09:16.670Z,37.473,59.857,24.4,5.3,mw,,,,1.1,us,usp0005hgt,2022-04-28T18:31:44.275Z,"25 km ENE of Kaka, Turkmenistan",earthquake,,,,,reviewed,us,hrv
1992-10-20T21:53:32.590Z,32.011,49.946,22.7,4.5,mb,,,,1.3,us,usp0005fnq,2014-11-07T00:51:42.002Z,"61 km E of Masjed Soleym?n, Iran",earthquake,,,,18,reviewed,us,us
1992-10-06T08:57:17.720Z,38.422,56.518,10,4.8,ms,,,,1.3,us,usp0005f08,2014-11-07T00:51:38.114Z,"65 km SSE of Serdar, Turkmenistan",earthquake,,,,4,reviewed,us,us
1992-09-27T00:12:16.800Z,27.997,54.242,33,4.5,mb,,,,0.8,us,usp0005ejq,2014-11-07T00:51:31.011Z,"37 km NNE of Ger?sh, Iran",earthquake,,,,18,reviewed,us,us
1992-09-23T21:59:18.670Z,29.813,51.087,35,5.1,mb,,,,1,us,usp0005edh,2022-04-28T18:37:19.429Z,"53 km SW of N?r?b?d, Iran",earthquake,,4.7,,93,reviewed,us,us
1992-09-22T14:05:55.070Z,36.334,52.701,35.5,5.1,mw,,,,1,us,usp0005eam,2022-04-28T18:37:09.094Z,"24 km S of B?bol, Iran",earthquake,,,,,reviewed,us,hrv
1992-09-12T02:34:50.790Z,29.941,60.702,23.1,5,mb,,,,1.1,us,usp0005dwc,2022-04-28T18:36:18.356Z,"51 km NNW of Zahedan, Iran",earthquake,,,,65,reviewed,us,us
1992-09-11T20:20:05.730Z,29.668,51.144,26.1,4.6,mb,,,,1.4,us,usp0005dvv,2014-11-07T00:51:27.778Z,"44 km N of Bor?zj?n, Iran",earthquake,,,,21,reviewed,us,us
1992-09-11T18:24:14.620Z,30.046,60.765,33,5.3,mw,,,,1,us,usp0005dvn,2022-04-28T18:36:06.241Z,"61 km N of Zahedan, Iran",earthquake,,,,,reviewed,us,hrv
1992-09-11T17:03:58.680Z,29.804,60.696,11.8,5,mb,,,,1,us,usp0005dvg,2022-04-28T18:36:00.412Z,"37 km NNW of Zahedan, Iran",earthquake,,,,59,reviewed,us,us
1992-09-11T12:06:00.400Z,29.852,51.112,16.2,5.4,mw,,,,1.1,us,usp0005dv9,2022-04-28T18:35:59.087Z,"49 km SW of N?r?b?d, Iran",earthquake,,,,,reviewed,us,hrv
1992-09-10T21:28:45.010Z,29.914,51.063,59,4.8,mb,,,,1.2,us,usp0005dub,2014-11-07T00:51:27.425Z,"49 km WSW of N?r?b?d, Iran",earthquake,,9.6,,30,reviewed,us,us
1992-09-09T21:44:49.730Z,30.189,50.879,33,4.8,mb,,,,1,us,usp0005dtb,2014-11-07T00:51:27.209Z,"20 km SSE of Dogonbadan, Iran",earthquake,,,,13,reviewed,us,us
1992-09-09T21:41:49.180Z,29.883,51.035,42.2,5.1,mb,,,,1.1,us,usp0005dta,2022-04-28T18:35:41.983Z,"53 km WSW of N?r?b?d, Iran",earthquake,,6.8,,68,reviewed,us,us
1992-09-09T19:27:37.660Z,37.123,57.102,39.8,4.5,mb,,,,1,us,usp0005dt5,2014-11-07T00:51:27.101Z,"36 km W of Esfar?yen, Iran",earthquake,,15.3,,11,reviewed,us,us
