time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1990-09-24T06:35:13.930Z,38.253,47.951,10,4.6,mb,,,,1.4,us,usp0004f0r,2014-11-07T00:47:08.095Z,"17 km WSW of Om?dcheh, Iran",earthquake,,,,7,reviewed,us,us
1990-09-17T07:03:32.050Z,37.384,48.929,60.7,4.5,mb,,,,1.1,us,usp0004etr,2014-11-07T00:47:07.316Z,"28 km W of Ziabar (Gaskar), Iran",earthquake,,13.7,,18,reviewed,us,us
1990-08-31T15:42:59.110Z,27.296,53.914,33,4.6,mb,,,,1.2,us,usp0004e57,2014-11-07T00:47:00.897Z,"46 km SSW of Ger?sh, Iran",earthquake,,,,29,reviewed,us,us
1990-08-24T11:14:23.430Z,29.767,60.598,33,4.9,mb,,,,0.9,us,usp0004due,2014-11-07T00:46:58.999Z,"39 km NW of Zahedan, Iran",earthquake,,,,47,reviewed,us,us
1990-08-21T03:47:26.280Z,37.309,49.685,10,4.8,mb,,,,1.3,us,usp0004dqd,2014-11-07T00:46:58.463Z,"9 km ENE of Rasht, Iran",earthquake,,,,18,reviewed,us,us
1990-08-20T12:20:11.040Z,36.956,49.72,33,4.8,mb,,,,1.6,us,usp0004dp7,2014-11-07T00:46:58.320Z,"36 km NE of P?deg?n-e Manj?l, Iran",earthquake,,,,13,reviewed,us,us
1990-08-18T09:51:40.780Z,37.004,56.131,13,4.8,mb,,,,1.2,us,usp0004dk2,2014-11-07T00:46:57.702Z,"70 km SE of Kal?leh, Iran",earthquake,,,,34,reviewed,us,us
1990-08-16T23:52:17.500Z,27.794,56.858,62.2,4.7,mb,,,,0.7,us,usp0004dgt,2014-11-07T00:46:57.117Z,"76 km NNW of M?n?b, Iran",earthquake,,8.3,,21,reviewed,us,us
1990-08-13T06:18:25.180Z,36.663,49.884,34.8,4.6,mb,,,,1,us,usp0004db1,2014-11-07T00:46:56.264Z,"42 km ESE of P?deg?n-e Manj?l, Iran",earthquake,,10.6,,26,reviewed,us,us
1990-08-04T03:48:35.480Z,32.97,47.793,71.2,4.5,mb,,,,0.8,us,usp0004cy8,2014-11-07T00:46:53.399Z,"34 km E of ?bd?n?n, Iran",earthquake,,8.8,,11,reviewed,us,us
1990-08-03T15:07:16.620Z,32.668,48.163,44.5,4.9,mb,,,,1.3,us,usp0004cxf,2022-04-28T19:39:25.715Z,"45 km NW of Shahrak-e K?l?r?, Iran",earthquake,,7.9,,39,reviewed,us,us
1990-08-03T11:57:13.070Z,32.758,48.213,45.1,5.3,mw,,,,1.2,us,usp0004cx5,2022-04-28T19:39:20.402Z,"51 km NNW of Shahrak-e K?l?r?, Iran",earthquake,,6.6,,,reviewed,us,hrv
1990-07-28T12:30:04.300Z,32.792,48.153,33,4.7,mb,,,,1,us,usp0004cnm,2014-11-07T00:46:46.810Z,"57 km NNW of Shahrak-e K?l?r?, Iran",earthquake,,,,27,reviewed,us,us
1990-07-27T05:31:00.140Z,37.318,49.585,10,4.8,mb,,,,1.1,us,usp0004cku,2014-11-07T00:46:46.463Z,"4 km N of Rasht, Iran",earthquake,,,,7,reviewed,us,us
1990-07-24T17:59:48.160Z,32.876,48.243,10,5.1,mb,,,,1,us,usp0004cfz,2022-04-28T19:44:42.401Z,"61 km NNW of Shahrak-e K?l?r?, Iran",earthquake,,,,56,reviewed,us,us
1990-07-24T07:27:17.180Z,36.846,49.815,10,4.5,mb,,,,0.8,us,usp0004cf9,2014-11-07T00:46:45.795Z,"37 km ENE of P?deg?n-e Manj?l, Iran",earthquake,,,,5,reviewed,us,us
1990-07-20T19:49:08.340Z,33.458,46.792,76.6,4.6,mb,,,,1,us,usp0004c9z,2014-11-07T00:46:44.432Z,"39 km ESE of ?l?m, Iran",earthquake,,9.8,,30,reviewed,us,us
1990-07-17T04:02:09.230Z,37.137,49.979,33,4.6,mb,,,,0.9,us,usp0004c1q,2014-11-07T00:46:43.518Z,"14 km SSE of ?st?neh-ye Ashraf?yeh, Iran",earthquake,,,,16,reviewed,us,us
1990-07-13T13:04:10.560Z,36.481,50.068,33,4.7,mb,,,,1.1,us,usp0004bsw,2014-11-07T00:46:41.053Z,"24 km NNE of Qazvin, Iran",earthquake,,,,25,reviewed,us,us
1990-07-11T04:36:08.600Z,37.015,49.53,33,4.5,mb,,,,0.4,us,usp0004bnt,2014-11-07T00:46:40.307Z,"29 km S of Rasht, Iran",earthquake,,,,10,reviewed,us,us
1990-07-11T00:39:21.150Z,28.183,57.035,33,4.7,mb,,,,1.3,us,usp0004bnh,2014-11-07T00:46:40.281Z,"116 km N of M?n?b, Iran",earthquake,,,,29,reviewed,us,us
1990-07-06T19:34:52.490Z,36.861,49.303,34.6,5.3,mw,,,,0.9,us,usp0004bfm,2022-04-28T19:42:11.054Z,"16 km NW of P?deg?n-e Manj?l, Iran",earthquake,,,,,reviewed,us,hrv
1990-07-01T21:16:48.390Z,37.285,48.82,10,4.7,mb,,,,1,us,usp0004b86,2014-11-07T00:46:36.783Z,"40 km WSW of Ziabar (Gaskar), Iran",earthquake,,,,28,reviewed,us,us
1990-07-01T17:19:44.170Z,37.28,48.818,10,4.6,mb,,,,1.4,us,usp0004b84,2014-11-07T00:46:36.731Z,"41 km WSW of Ziabar (Gaskar), Iran",earthquake,,,,25,reviewed,us,us
1990-07-01T12:24:57.200Z,37.181,49.885,10,4.8,mb,,,,1.3,us,usp0004b7u,2014-11-07T00:46:36.589Z,"10 km SSW of ?st?neh-ye Ashraf?yeh, Iran",earthquake,,,,21,reviewed,us,us
1990-06-30T03:42:01.940Z,37.079,50.147,10,4.7,mb,,,,1,us,usp0004b5r,2014-11-07T00:46:34.464Z,"12 km S of Langar?d, Iran",earthquake,,,,4,reviewed,us,us
1990-06-29T06:25:48.000Z,36.691,49.816,10,4.5,mb,,,,1,us,usp0004b4e,2014-11-07T00:46:34.342Z,"36 km E of P?deg?n-e Manj?l, Iran",earthquake,,,,11,reviewed,us,us
1990-06-28T17:21:03.840Z,36.751,49.852,10,4.7,mb,,,,1.1,us,usp0004b3s,2014-11-07T00:46:34.255Z,"38 km E of P?deg?n-e Manj?l, Iran",earthquake,,,,22,reviewed,us,us
1990-06-28T03:20:35.080Z,37.085,49.642,10,4.8,mb,,,,1.2,us,usp0004b32,2014-11-07T00:46:34.202Z,"21 km SSE of Rasht, Iran",earthquake,,,,29,reviewed,us,us
1990-06-27T03:56:20.540Z,37.007,49.785,10,4.8,mb,,,,1,us,usp0004b1x,2014-11-07T00:46:34.101Z,"31 km SSW of ?st?neh-ye Ashraf?yeh, Iran",earthquake,,,,40,reviewed,us,us
1990-06-26T04:59:01.480Z,28.542,59.065,33,4.9,mb,,,,1.4,us,usp0004b0z,2022-04-28T19:47:54.434Z,"93 km SE of Bam, Iran",earthquake,,,,25,reviewed,us,us
1990-06-24T19:34:05.000Z,32.442,49.898,33,4.5,mb,,,,1.1,us,usp0004ayr,2014-11-07T00:46:33.735Z,"59 km SSW of Fereyd?nshahr, Iran",earthquake,,,,9,reviewed,us,us
1990-06-24T19:05:21.440Z,37.222,49.647,10,4.8,mb,,,,1,us,usp0004ayn,2014-11-07T00:46:33.731Z,"7 km SE of Rasht, Iran",earthquake,,,,4,reviewed,us,us
1990-06-24T09:45:57.000Z,36.863,49.405,10,5.4,mw,,,,1,us,usp0004ay6,2022-04-28T19:47:50.849Z,"13 km N of P?deg?n-e Manj?l, Iran",earthquake,,,,,reviewed,us,hrv
1990-06-24T05:08:44.120Z,32.4,49.978,33,4.5,mb,,,,1.1,us,usp0004axs,2014-11-07T00:46:33.621Z,"57 km WNW of F?rs?n, Iran",earthquake,,,,24,reviewed,us,us
1990-06-23T16:51:32.010Z,37.169,49.922,10,4.5,mb,,,,0.9,us,usp0004awy,2014-11-07T00:46:33.450Z,"10 km S of ?st?neh-ye Ashraf?yeh, Iran",earthquake,,,,9,reviewed,us,us
1990-06-23T10:41:08.260Z,37.129,49.725,10,4.6,mb,,,,1.1,us,usp0004aw9,2014-11-07T00:46:33.395Z,"20 km SE of Rasht, Iran",earthquake,,,,3,reviewed,us,us
1990-06-22T06:21:51.510Z,36.827,49.359,10,4.9,mb,,,,0.6,us,usp0004auj,2014-11-07T00:46:33.157Z,"10 km NNW of P?deg?n-e Manj?l, Iran",earthquake,,,,6,reviewed,us,us
1990-06-22T06:07:50.100Z,37.257,48.854,10,4.6,ms,,,,1.5,us,usp0004auh,2014-11-07T00:46:33.153Z,"northwestern Iran",earthquake,,,,1,reviewed,us,us
1990-06-22T03:32:48.140Z,37.078,49.73,10,4.7,mb,,,,0.7,us,usp0004auc,2014-11-07T00:46:33.135Z,"25 km SSE of Rasht, Iran",earthquake,,,,5,reviewed,us,us
1990-06-21T23:13:07.880Z,37.286,49.642,10,4.5,mb,,,,0.8,us,usp0004au6,2014-11-07T00:46:33.122Z,"4 km ENE of Rasht, Iran",earthquake,,,,1,reviewed,us,us
1990-06-21T21:31:07.700Z,36.794,49.333,10,4.8,mb,,,,1.3,us,usp0004au3,2014-11-07T00:46:33.107Z,"9 km NW of P?deg?n-e Manj?l, Iran",earthquake,,,,12,reviewed,us,us
1990-06-21T21:27:39.620Z,36.516,49.661,10,4.9,mb,,,,1.2,us,usp0004au2,2014-11-07T00:46:33.100Z,"33 km SE of P?deg?n-e Manj?l, Iran",earthquake,,,,32,reviewed,us,us
1990-06-21T12:17:27.540Z,36.732,49.407,10,5.3,mb,,,,1.3,us,usp0004atg,2022-04-28T19:47:33.763Z,"1 km SW of P?deg?n-e Manj?l, Iran",earthquake,,,,23,reviewed,us,us
1990-06-21T09:02:14.620Z,36.636,49.799,15.2,5.8,mw,,,,1.1,us,usp0004asy,2022-04-28T19:47:32.102Z,"36 km ESE of P?deg?n-e Manj?l, Iran",earthquake,,,,,reviewed,us,hrv
1990-06-21T07:50:23.080Z,36.988,49.523,10,4.9,mb,,,,1.1,us,usp0004asx,2014-11-07T00:46:32.958Z,"28 km NNE of P?deg?n-e Manj?l, Iran",earthquake,,,,10,reviewed,us,us
1990-06-21T05:35:58.230Z,37.146,49.882,10,4.6,mb,,,,1.1,us,usp0004asr,2014-11-07T00:46:32.942Z,"14 km SSW of ?st?neh-ye Ashraf?yeh, Iran",earthquake,,,,8,reviewed,us,us
1990-06-21T04:40:26.220Z,37.508,49.63,10,4.5,mb,,,,0.9,us,usp0004asn,2014-11-07T00:46:32.930Z,"15 km ENE of Bandar-e Anzal?, Iran",earthquake,,,,11,reviewed,us,us
1990-06-21T02:08:51.070Z,36.789,49.789,10,5.4,mb,,,,1,us,usp0004asc,2022-04-28T19:47:31.193Z,"33 km E of P?deg?n-e Manj?l, Iran",earthquake,,,,70,reviewed,us,us
1990-06-21T00:52:35.360Z,36.804,49.568,10,4.8,mb,,,,1,us,usp0004as8,2014-11-07T00:46:32.875Z,"15 km ENE of P?deg?n-e Manj?l, Iran",earthquake,,,,30,reviewed,us,us
1990-06-21T00:35:51.870Z,37.462,48.961,10,4.5,mb,,,,0.6,us,usp0004as7,2014-11-07T00:46:32.872Z,"25 km W of Ziabar (Gaskar), Iran",earthquake,,,,13,reviewed,us,us
1990-06-21T00:22:33.470Z,37.326,49.415,10,4.6,mb,,,,0.8,us,usp0004as6,2014-11-07T00:46:32.869Z,"14 km NE of F?man, Iran",earthquake,,,,11,reviewed,us,us
1990-06-20T23:48:44.840Z,36.641,49.83,15.6,5.1,ms,,,,1.2,us,usp0004as3,2014-11-07T00:46:32.860Z,"38 km ESE of P?deg?n-e Manj?l, Iran",earthquake,,,,1,reviewed,us,us
1990-06-20T23:33:24.980Z,37.1,49.736,10,4.5,mb,,,,1.5,us,usp0004as2,2014-11-07T00:46:32.858Z,"23 km SE of Rasht, Iran",earthquake,,,,10,reviewed,us,us
1990-06-20T23:27:43.810Z,36.99,50.314,10,4.7,mb,,,,1,us,usp0004as1,2014-11-07T00:46:32.855Z,"16 km S of R?dsar, Iran",earthquake,,,,9,reviewed,us,us
1990-06-20T23:00:36.550Z,36.891,49.591,15,4.9,mb,,,,1,us,usp0004arz,2014-11-07T00:46:32.851Z,"22 km NE of P?deg?n-e Manj?l, Iran",earthquake,,,,21,reviewed,us,us
1990-06-20T22:58:51.720Z,36.825,49.473,18.5,4.9,mb,,,,1.2,us,usp0004ary,2014-11-07T00:46:32.846Z,"10 km NNE of P?deg?n-e Manj?l, Iran",earthquake,,,,21,reviewed,us,us
1990-06-20T22:20:04.900Z,37.055,49.226,10,4.6,mb,,,,1.2,us,usp0004arv,2014-11-07T00:46:32.841Z,"20 km SSW of F?man, Iran",earthquake,,,,3,reviewed,us,us
1990-06-20T22:04:06.980Z,36.724,49.731,10,4.6,mb,,,,0.8,us,usp0004aru,2014-11-07T00:46:32.839Z,"28 km E of P?deg?n-e Manj?l, Iran",earthquake,,,,17,reviewed,us,us
1990-06-20T21:41:32.480Z,37.705,48.961,10,4.5,mb,,,,1,us,usp0004art,2014-11-07T00:46:32.837Z,"11 km SSE of Hashtpar, Iran",earthquake,,,,7,reviewed,us,us
1990-06-20T21:30:12.120Z,37.495,48.792,10,4.7,mb,,,,1.1,us,usp0004ars,2014-11-07T00:46:32.833Z,"26 km ESE of Khalkh?l, Iran",earthquake,,,,13,reviewed,us,us
1990-06-20T21:00:09.980Z,36.957,49.409,18.5,7.4,mw,,,,1.2,us,usp0004arq,2022-04-28T19:47:30.083Z,"23 km N of P?deg?n-e Manj?l, Iran",earthquake,,,,,reviewed,us,hrv
1990-06-11T00:49:09.490Z,32.334,48.722,15.6,4.6,mb,,,,1,us,usp0004ac8,2014-11-07T00:46:30.869Z,"23 km E of Shahrak-e K?l?r?, Iran",earthquake,,,,31,reviewed,us,us
1990-05-28T19:12:25.730Z,30.321,50.812,33,4.6,mb,,,,1.2,us,usp00049wj,2020-08-28T23:48:56.634Z,"4 km SSE of Dogonbadan, Iran",earthquake,,,,20,reviewed,us,us
1990-05-24T15:12:17.140Z,32.944,46.801,58.6,4.9,mb,,,,1,us,usp00049px,2022-04-28T19:49:43.777Z,"51 km WNW of Dehlor?n, Iran",earthquake,,6.8,,30,reviewed,us,us
1990-05-07T14:48:03.740Z,30.983,51.715,33,4.6,ms,,,,1.4,us,usp00048zq,2014-11-07T00:46:18.957Z,"36 km NNE of Yasuj, Iran",earthquake,,,,1,reviewed,us,us
1990-04-23T09:44:09.650Z,31.11,51.515,33,4.6,mb,,,,1.2,us,usp00048bz,2014-11-07T00:46:11.454Z,"34 km S of Sem?rom, Iran",earthquake,,,,7,reviewed,us,us
1990-04-21T21:57:52.400Z,36.104,53.112,28.5,4.5,mb,,,,0.9,us,usp0004899,2014-11-07T00:46:11.154Z,"48 km NNW of Mahdishahr, Iran",earthquake,,9.1,,1,reviewed,us,us
1990-04-20T19:25:34.190Z,29.695,57.427,10,4.6,mb,,,,1.5,us,usp0004879,2014-11-07T00:46:10.607Z,"73 km SSE of Kerman, Iran",earthquake,,,,7,reviewed,us,us
1990-04-18T19:38:08.930Z,31.107,51.678,47.1,4.7,mb,,,,1.3,us,usp000484c,2020-08-28T23:34:31.427Z,"35 km SSE of Sem?rom, Iran",earthquake,,8.7,,9,reviewed,us,us
1990-04-14T19:58:15.750Z,37.65,56.266,33,4.8,mb,,,,1.3,us,usp00047xy,2014-11-07T00:46:09.594Z,"74 km ENE of Kal?leh, Iran",earthquake,,,,8,reviewed,us,us
1990-03-25T00:01:10.680Z,33.619,57.022,33,5.2,mw,,,,1.4,us,usp000470v,2022-04-28T19:56:22.664Z,"9 km ENE of Tabas, Iran",earthquake,,,,,reviewed,us,hrv
1990-03-23T05:37:37.620Z,29.725,51.32,33,4.8,mb,,,,0.9,us,usp00046ys,2014-11-07T00:45:58.231Z,"34 km WNW of K?zer?n, Iran",earthquake,,,,9,reviewed,us,us
1990-03-21T22:42:17.060Z,33.468,54.36,33,4.7,mb,,,,1.2,us,usp00046x8,2014-11-07T00:45:58.054Z,"132 km NNE of Ardak?n, Iran",earthquake,,,,25,reviewed,us,us
1990-03-16T04:07:08.570Z,32.494,48.501,56.6,4.5,mb,,,,0.9,us,usp00046nr,2014-11-07T00:45:57.052Z,"western Iran",earthquake,,6.1,,16,reviewed,us,us
1990-03-15T00:12:42.920Z,31.658,60.213,16.3,5.2,mw,,,,1.2,us,usp00046ma,2022-04-28T19:55:49.119Z,"140 km WNW of Z?bol, Iran",earthquake,,,,,reviewed,us,hrv
1990-02-20T05:55:03.720Z,32.592,44.204,37.6,4.6,mb,,,,1,us,usp00045ny,2020-08-28T23:25:38.010Z,"5 km NNW of Al Hind?yah, Iraq",earthquake,,5.3,,12,reviewed,us,us
1990-02-19T23:48:45.860Z,33.897,46.59,49.9,4.9,mb,,,,0.8,us,usp00045ns,2014-11-07T00:45:46.820Z,"32 km NNE of ?l?m, Iran",earthquake,,7.5,,5,reviewed,us,us
1990-02-16T05:55:03.210Z,35.918,54.405,23.3,4.8,mb,,,,1,us,usp00045gd,2014-11-07T00:45:43.774Z,"28 km SSE of D?mgh?n, Iran",earthquake,,,,24,reviewed,us,us
1990-02-09T16:12:05.470Z,30.346,50.551,58.6,4.5,mb,,,,0.9,us,usp000458b,2014-11-07T00:45:41.249Z,"23 km W of Dogonbadan, Iran",earthquake,,12.5,,1,reviewed,us,us
1990-02-08T09:09:38.010Z,33.048,47.196,89,4.7,mb,,,,1,us,usp000456u,2014-11-07T00:45:40.956Z,"20 km WSW of Darreh Shahr, Iran",earthquake,,11.3,,3,reviewed,us,us
1990-02-04T20:34:42.260Z,28.078,57.619,38.7,4.8,mb,,,,1.3,us,usp0004530,2014-11-07T00:45:39.879Z,"117 km NNE of M?n?b, Iran",earthquake,,9,,24,reviewed,us,us
1990-01-21T21:26:56.400Z,34.75,57.287,33,4.5,mb,,,,1.3,us,usp00044jt,2014-11-07T00:45:33.979Z,"84 km SW of Bardaskan, Iran",earthquake,,,,5,reviewed,us,us
1990-01-20T02:15:06.470Z,36.053,53.309,38.6,4.5,mb,,,,1,us,usp00044fz,2014-11-07T00:45:33.728Z,"38 km N of Mahdishahr, Iran",earthquake,,,,4,reviewed,us,us
1990-01-20T01:27:09.800Z,35.832,52.954,24.5,6,mw,,,,1,us,usp00044fv,2022-04-28T20:02:33.062Z,"36 km E of Soleh Bon, Iran",earthquake,,,,,reviewed,us,hrv
1990-01-16T14:18:09.580Z,33.218,46.776,11.6,4.7,mb,,,,1.2,us,usp00044c2,2014-11-07T00:45:33.258Z,"56 km W of Darreh Shahr, Iran",earthquake,,,,22,reviewed,us,us
1990-01-06T06:01:35.600Z,27.957,51.953,57.9,4.5,mb,,,,0.7,us,usp00043yk,2014-11-07T00:45:29.095Z,"101 km WNW of Mohr, Iran",earthquake,,16.5,,12,reviewed,us,us
1989-12-29T11:09:50.870Z,31.405,60.534,33,4.7,mb,,,,1,us,usp00043qj,2014-11-07T00:45:24.589Z,"100 km WNW of Z?bol, Iran",earthquake,,,,17,reviewed,us,us
1989-12-27T14:31:30.660Z,32.671,47.962,43.2,4.5,mb,,,,1.2,us,usp00043mt,2014-11-07T00:45:24.059Z,"59 km NNW of Sh?sh, Iran",earthquake,,8.5,,15,reviewed,us,us
1989-12-27T06:12:18.120Z,32.501,47.556,44.9,4.7,mb,,,,1,us,usp00043mb,2014-11-07T00:45:24.017Z,"34 km SE of Dehlor?n, Iran",earthquake,,7.1,,21,reviewed,us,us
1989-12-16T20:55:37.120Z,34.585,57.516,33,4.5,mb,,,,1.1,us,usp000435y,2014-11-07T00:45:21.951Z,"85 km SSW of Bardaskan, Iran",earthquake,,,,10,reviewed,us,us
1989-12-07T18:21:50.540Z,25.72,58.754,33,4.5,mb,,,,1,us,usp00042uv,2014-11-07T00:45:20.075Z,"129 km SW of Fann?j, Iran",earthquake,,,,9,reviewed,us,us
1989-12-07T12:59:33.560Z,25.917,58.971,15.6,6,mw,,,,1.2,us,usp00042ud,2022-04-28T20:03:51.164Z,"98 km SW of Fann?j, Iran",earthquake,,,,,reviewed,us,hrv
1989-12-03T07:39:06.630Z,38.315,45.216,10,4.7,mb,,,,1.1,us,usp00042ph,2014-11-07T00:45:18.407Z,"34 km SE of Khowy, Iran",earthquake,,,,32,reviewed,us,us
1989-12-02T04:51:56.590Z,38.64,45.373,10,4.6,mb,,,,0.9,us,usp00042n0,2014-11-07T00:45:17.766Z,"37 km ENE of Khowy, Iran",earthquake,,,,6,reviewed,us,us
1989-11-20T12:19:30.890Z,30.581,60.11,33,4.5,mb,,,,1.4,us,usp000428c,2014-11-07T00:45:13.145Z,"76 km N of No?rat?b?d, Iran",earthquake,,,,4,reviewed,us,us
1989-11-20T04:19:04.660Z,29.892,57.718,18.4,5.9,mw,,,,1.1,us,usp000427z,2022-04-28T20:07:29.500Z,"75 km SE of Kerman, Iran",earthquake,,,,,reviewed,us,hrv
1989-11-04T20:47:21.020Z,30.58,57.554,33,4.8,mb,,,,1,us,usp00041r4,2022-04-28T20:06:42.148Z,"56 km NE of Kerman, Iran",earthquake,,,,17,reviewed,us,us
1989-10-10T14:57:42.190Z,33.458,48.681,33,4.5,mb,,,,1.5,us,usp00040hd,2020-08-28T23:06:23.203Z,"28 km SW of Azn?, Iran",earthquake,,,,3,reviewed,us,us
1989-10-08T14:13:28.910Z,37.038,50.125,57.4,4.6,mb,,,,1.4,us,usp00040fa,2014-11-07T00:45:00.585Z,"17 km S of Langar?d, Iran",earthquake,,24.9,,9,reviewed,us,us
1989-10-01T02:59:06.350Z,30.96,51.421,41.7,5.2,mb,,,,1,us,usp0004078,2022-04-28T20:08:31.239Z,"36 km NNW of Yasuj, Iran",earthquake,,4.1,,57,reviewed,us,us
1989-09-13T07:01:31.450Z,37.277,54.22,33,5.1,mb,,,,1,us,usp0003zgx,2022-04-28T20:11:13.803Z,"52 km NNW of Gorg?n, Iran",earthquake,,,,52,reviewed,us,us
1989-07-27T01:34:50.770Z,32.336,48.823,33,4.7,mb,,,,1.1,us,usp0003xr1,2014-11-07T00:44:35.070Z,"31 km N of Sh?shtar, Iran",earthquake,,,,23,reviewed,us,us
1989-07-22T23:48:29.380Z,35.512,45.167,60.4,4.8,mb,,,,1.1,us,usp0003xkd,2014-11-07T00:44:34.128Z,"24 km WSW of As Sulaym?n?yah, Iraq",earthquake,,5.9,,39,reviewed,us,us
1989-07-17T21:44:40.560Z,31.364,49.515,37.2,4.7,mb,,,,1.2,us,usp0003xds,2014-11-07T00:44:33.453Z,"12 km NW of R?mhormoz, Iran",earthquake,,7.6,,12,reviewed,us,us
1989-06-17T16:52:54.900Z,29.856,59.706,33,4.8,mb,,,,1.1,us,usp0003wc5,2014-11-07T00:44:23.169Z,"27 km W of No?rat?b?d, Iran",earthquake,,,,42,reviewed,us,us
1989-06-03T00:23:41.470Z,31.74,50.823,36.3,4.8,mb,,,,1.2,us,usp0003vxk,2014-11-07T00:44:19.921Z,"50 km WSW of Bor?jen, Iran",earthquake,,6,,27,reviewed,us,us
1989-05-29T05:46:41.920Z,30.088,50.908,40.4,5,mb,,,,1.2,us,usp0003vs1,2022-04-28T20:19:32.367Z,"31 km SSE of Dogonbadan, Iran",earthquake,,8,,27,reviewed,us,us
1989-05-28T16:28:43.080Z,30.151,50.647,64.5,4.7,mb,,,,1.1,us,usp0003vr7,2014-11-07T00:44:15.266Z,"27 km SSW of Dogonbadan, Iran",earthquake,,14.6,,2,reviewed,us,us
1989-05-27T21:31:57.290Z,29.942,50.803,33,4.5,mb,,,,1,us,usp0003vq6,2014-11-07T00:44:15.101Z,"46 km S of Dogonbadan, Iran",earthquake,,,,6,reviewed,us,us
1989-05-27T20:39:58.540Z,30.482,50.968,33,4.5,mb,,,,1.5,us,usp0003vq5,2014-11-07T00:44:15.098Z,"21 km NE of Dogonbadan, Iran",earthquake,,,,9,reviewed,us,us
1989-05-27T20:36:05.250Z,30.209,50.924,27.5,4.6,mb,,,,1,us,usp0003vq4,2014-11-07T00:44:15.091Z,"20 km SE of Dogonbadan, Iran",earthquake,,7,,18,reviewed,us,us
1989-05-27T20:08:37.310Z,30.167,50.921,30.5,6,mw,,,,1,us,usp0003vq3,2022-04-28T20:19:09.083Z,"24 km SSE of Dogonbadan, Iran",earthquake,,5.3,,,reviewed,us,hrv
1989-05-27T17:52:29.400Z,30.09,51.005,33,4.8,mb,,,,0.8,us,usp0003vq2,2014-11-07T00:44:15.048Z,"35 km SSE of Dogonbadan, Iran",earthquake,,,,2,reviewed,us,us
1989-05-08T23:28:28.840Z,34.982,45,47.1,4.7,mb,,,,0.7,us,usp0003v2a,2014-11-07T00:44:10.143Z,"32 km N of Kifr?, Iraq",earthquake,,10.9,,2,reviewed,us,us
1989-05-03T12:16:40.780Z,29.893,51.819,10,4.8,mb,,,,1,us,usp0003uuf,2014-11-07T00:44:08.124Z,"34 km NNE of K?zer?n, Iran",earthquake,,,,10,reviewed,us,us
1989-05-03T09:13:24.230Z,29.964,51.655,33,5.2,mw,,,,1.1,us,usp0003uua,2022-04-28T20:16:46.670Z,"21 km SE of N?r?b?d, Iran",earthquake,,,,,reviewed,us,hrv
1989-05-03T09:12:41.840Z,29.857,51.797,10,4.9,mb,,,,1.2,us,usp0003uu9,2022-04-28T20:16:45.549Z,"29 km NNE of K?zer?n, Iran",earthquake,,,,33,reviewed,us,us
1989-04-16T22:17:12.970Z,32.515,47.787,33,4.6,mb,,,,1.3,us,usp0003u1m,2014-11-07T00:44:00.416Z,"52 km ESE of Dehlor?n, Iran",earthquake,,,,6,reviewed,us,us
1989-04-14T23:30:39.830Z,32.632,47.743,33,4.6,mb,,,,1,us,usp0003tzc,2022-04-28T20:20:33.537Z,"45 km E of Dehlor?n, Iran",earthquake,,,,24,reviewed,us,us
1989-04-02T21:24:36.960Z,32.621,47.782,32.8,5.4,mw,,,,1,us,usp0003tjk,2022-04-28T20:19:45.635Z,"48 km E of Dehlor?n, Iran",earthquake,,5.2,,,reviewed,us,hrv
1989-04-02T06:42:04.570Z,28.252,57.315,44.3,5.4,mw,,,,0.9,us,usp0003thz,2022-04-28T20:19:42.893Z,"124 km SSE of K?h Sef?d, Iran",earthquake,,6.5,,,reviewed,us,hrv
1989-03-23T18:57:46.500Z,27.725,56.899,33,4.5,mb,,,,1,us,usp0003t81,2014-11-07T00:43:50.787Z,"68 km NNW of M?n?b, Iran",earthquake,,,,9,reviewed,us,us
1989-03-15T19:26:45.440Z,31.844,50.596,70.3,4.6,mb,,,,1.5,us,usp0003syw,2014-11-07T00:43:49.249Z,"45 km S of F?rs?n, Iran",earthquake,,10.2,,5,reviewed,us,us
1989-03-13T07:37:23.810Z,27.986,55.281,70.5,4.5,mb,,,,1,us,usp0003swd,2014-11-07T00:43:48.873Z,"111 km SE of D?r?b, Iran",earthquake,,11.3,,4,reviewed,us,us
1989-03-01T19:11:58.850Z,31.575,49.457,46.9,4.5,mb,,,,1.3,us,usp0003sg4,2014-11-07T00:43:41.652Z,"35 km NNW of R?mhormoz, Iran",earthquake,,9.7,,8,reviewed,us,us
1989-02-15T10:10:08.460Z,37.29,50.304,53.1,4.6,mb,,,,1.2,us,usp0003rxz,2014-11-07T00:43:36.514Z,"17 km N of R?dsar, Iran",earthquake,,14.5,,6,reviewed,us,us
1989-02-13T14:23:02.380Z,27.536,54.351,33,4.5,mb,,,,1.2,us,usp0003rvk,2014-11-07T00:43:36.162Z,"25 km SE of Ger?sh, Iran",earthquake,,,,6,reviewed,us,us
1989-02-06T08:05:53.260Z,30.736,50.058,33,4.6,mb,,,,0.9,us,usp0003rm1,2014-11-07T00:43:34.137Z,"22 km E of Aghajari, Iran",earthquake,,,,8,reviewed,us,us
